state,regional_division,population,article_title,revision_id,article_quality
Idaho,Mountain,1939033,"Mountain Home, Idaho",1165894647,GA
Idaho,Mountain,1939033,"Chubbuck, Idaho",1166939590,C
Idaho,Mountain,1939033,"Hayden, Idaho",1177906547,C
Idaho,Mountain,1939033,"Jerome, Idaho",1166939633,C
Idaho,Mountain,1939033,"Blackfoot, Idaho",1171480003,GA
Idaho,Mountain,1939033,"Garden City, Idaho",1146110777,C
Idaho,Mountain,1939033,"Burley, Idaho",1177436596,GA
Idaho,Mountain,1939033,"Star, Idaho",1177206117,C
Idaho,Mountain,1939033,"Middleton, Idaho",1176170565,C
Idaho,Mountain,1939033,"Rathdrum, Idaho",1165899216,C
Idaho,Mountain,1939033,"Hailey, Idaho",1176049985,C
Idaho,Mountain,1939033,"Sandpoint, Idaho",1172576363,C
Idaho,Mountain,1939033,"Payette, Idaho",1165897395,C
Idaho,Mountain,1939033,"Emmett, Idaho",1165650689,C
Idaho,Mountain,1939033,"Rupert, Idaho",1169434745,C
Idaho,Mountain,1939033,"Fruitland, Idaho",1165747494,C
Idaho,Mountain,1939033,"Weiser, Idaho",1169769720,C
Idaho,Mountain,1939033,"Preston, Idaho",1172626043,GA
Idaho,Mountain,1939033,"Rigby, Idaho",1168925882,C
Idaho,Mountain,1939033,"Shelley, Idaho",1171362194,C
Idaho,Mountain,1939033,"Kimberly, Idaho",1175555303,C
Idaho,Mountain,1939033,"American Falls, Idaho",1167788239,C
Idaho,Mountain,1939033,"Buhl, Idaho",1173868819,C
Idaho,Mountain,1939033,"Gooding, Idaho",1165748207,GA
Idaho,Mountain,1939033,"Heyburn, Idaho",1169482716,C
Idaho,Mountain,1939033,"McCall, Idaho",1176134873,GA
Idaho,Mountain,1939033,"St. Anthony, Idaho",1168223020,GA
Idaho,Mountain,1939033,"Ketchum, Idaho",1174002553,C
Idaho,Mountain,1939033,"Grangeville, Idaho",1165748484,C
Idaho,Mountain,1939033,"Orofino, Idaho",1165896771,GA
Idaho,Mountain,1939033,"Soda Springs, Idaho",1169797129,C
Idaho,Mountain,1939033,"Salmon, Idaho",1165900663,C
Idaho,Mountain,1939033,"Wendell, Idaho",1165907064,C
Idaho,Mountain,1939033,"Homedale, Idaho",1157358517,C
Idaho,Mountain,1939033,"Filer, Idaho",1165746902,C
Idaho,Mountain,1939033,"Iona, Idaho",1165750857,C
Idaho,Mountain,1939033,"Montpelier, Idaho",1165894110,C
Idaho,Mountain,1939033,"Bellevue, Idaho",1159610521,GA
Idaho,Mountain,1939033,"Dalton Gardens, Idaho",1165645994,C
Idaho,Mountain,1939033,"Bonners Ferry, Idaho",1172575780,GA
Idaho,Mountain,1939033,"St. Maries, Idaho",1165902913,C
Idaho,Mountain,1939033,"Spirit Lake, Idaho",1165902416,C
Idaho,Mountain,1939033,"Kellogg, Idaho",1166321203,GA
Idaho,Mountain,1939033,"Malad City, Idaho",1165891872,C
Idaho,Mountain,1939033,"Victor, Idaho",1165906205,C
Idaho,Mountain,1939033,"Parma, Idaho",1165897281,C
Idaho,Mountain,1939033,"Driggs, Idaho",1176552295,C
Idaho,Mountain,1939033,"Sun Valley, Idaho",1176832507,B
Idaho,Mountain,1939033,"Aberdeen, Idaho",1171168330,C
Idaho,Mountain,1939033,"Sugar City, Idaho",1165903358,C
Idaho,Mountain,1939033,"Priest River, Idaho",1174217055,C
Idaho,Mountain,1939033,"Pinehurst, Idaho",1171801830,C
Idaho,Mountain,1939033,"Shoshone, Idaho",1175525686,GA
Idaho,Mountain,1939033,"Wilder, Idaho",1165907598,C
Idaho,Mountain,1939033,"Osburn, Idaho",1165896834,C
Idaho,Mountain,1939033,"New Plymouth, Idaho",1165895321,C
Idaho,Mountain,1939033,"Ponderay, Idaho",1176173848,C
Idaho,Mountain,1939033,"Glenns Ferry, Idaho",1175437043,C
Idaho,Mountain,1939033,"Marsing, Idaho",1165892455,C
Idaho,Mountain,1939033,"Paul, Idaho",1169482696,C
Idaho,Mountain,1939033,"Lapwai, Idaho",1165889241,C
Idaho,Mountain,1939033,"Ucon, Idaho",1165905089,C
Idaho,Mountain,1939033,"Kamiah, Idaho",1165751840,GA
Idaho,Mountain,1939033,"Hansen, Idaho",1165749178,C
Idaho,Mountain,1939033,"Genesee, Idaho",1165747807,GA
Idaho,Mountain,1939033,"Franklin, Idaho",1165747326,C
Idaho,Mountain,1939033,"Plummer, Idaho",1165898230,C
Idaho,Mountain,1939033,"Cascade, Idaho",1165538527,C
Idaho,Mountain,1939033,"Hagerman, Idaho",1165748976,GA
Idaho,Mountain,1939033,"Ashton, Idaho",1165507686,C
Idaho,Mountain,1939033,"Kootenai, Idaho",1165752384,C
Idaho,Mountain,1939033,"Grace, Idaho",1161294763,C
Idaho,Mountain,1939033,"Challis, Idaho",1165538930,GA
Idaho,Mountain,1939033,"Troy, Idaho",1177465576,C
Idaho,Mountain,1939033,"Arco, Idaho",1166376680,GA
Idaho,Mountain,1939033,"Council, Idaho",1176059087,C
Idaho,Mountain,1939033,"McCammon, Idaho",1165892734,C
Idaho,Mountain,1939033,"Cottonwood, Idaho",1165645328,C
Idaho,Mountain,1939033,"Moyie Springs, Idaho",1032509578,C
Idaho,Mountain,1939033,"Greenleaf, Idaho",1165748726,C
Idaho,Mountain,1939033,"Hazelton, Idaho",1173861782,C
Idaho,Mountain,1939033,"Inkom, Idaho",1111381885,C
Idaho,Mountain,1939033,"Wallace, Idaho",1171375022,B
Idaho,Mountain,1939033,"Teton, Idaho",1165903976,Start
Idaho,Mountain,1939033,"Oakley, Idaho",1165896249,C
Idaho,Mountain,1939033,"Potlatch, Idaho",1173821450,GA
Idaho,Mountain,1939033,"Hauser, Idaho",1170575974,C
Idaho,Mountain,1939033,"Dover, Idaho",1165647096,C
Idaho,Mountain,1939033,"Horseshoe Bend, Idaho",1165750426,GA
Idaho,Mountain,1939033,"Menan, Idaho",1165893150,C
Idaho,Mountain,1939033,"Athol, Idaho",1179739995,C
Idaho,Mountain,1939033,"Carey, Idaho",1165538308,GA
Idaho,Mountain,1939033,"Smelterville, Idaho",1165901950,C
Idaho,Mountain,1939033,"Ririe, Idaho",1165899786,C
Idaho,Mountain,1939033,"Hayden Lake, Idaho",1165749482,GA
Idaho,Mountain,1939033,"Mullan, Idaho",1172454574,GA
Idaho,Mountain,1939033,"Juliaetta, Idaho",1165751391,GA
Idaho,Mountain,1939033,"Notus, Idaho",1169598925,C
Idaho,Mountain,1939033,"Melba, Idaho",1170697612,C
Idaho,Mountain,1939033,"Downey, Idaho",1165647137,C
Idaho,Mountain,1939033,"Paris, Idaho",1165897172,C
Idaho,Mountain,1939033,"Firth, Idaho",1176131564,C
Idaho,Mountain,1939033,"New Meadows, Idaho",1165895305,GA
Idaho,Mountain,1939033,"Kooskia, Idaho",1165752382,GA
Idaho,Mountain,1939033,"Clark Fork, Idaho",1165539521,C
Idaho,Mountain,1939033,"Dubois, Idaho",1165647258,C
Idaho,Mountain,1939033,"Weston, Idaho",1165907303,C
Idaho,Mountain,1939033,"Dayton, Idaho",1166425135,C
Idaho,Mountain,1939033,"Deary, Idaho",1165646401,GA
Idaho,Mountain,1939033,"Georgetown, Idaho",1165747850,C
Idaho,Mountain,1939033,"Roberts, Idaho",1165899910,C
Idaho,Mountain,1939033,"Pierce, Idaho",1165897784,C
Idaho,Mountain,1939033,"Idaho City, Idaho",1165750750,GA
Idaho,Mountain,1939033,"Craigmont, Idaho",1165645456,GA
Idaho,Mountain,1939033,"Nezperce, Idaho",1172758051,C
Idaho,Mountain,1939033,"Fairfield, Idaho",1171207553,C
Idaho,Mountain,1939033,"Grand View, Idaho",1176133464,C
Idaho,Mountain,1939033,"Mackay, Idaho",1165891734,C
Idaho,Mountain,1939033,"Richfield, Idaho",1167451270,C
Idaho,Mountain,1939033,"Lewisville, Idaho",1165890102,C
Idaho,Mountain,1939033,"Clifton, Idaho",1165644409,C
Idaho,Mountain,1939033,"Culdesac, Idaho",1165645807,C
Idaho,Mountain,1939033,"Weippe, Idaho",1165906995,C
Idaho,Mountain,1939033,"Eden, Idaho",1165647773,C
Idaho,Mountain,1939033,"Riggins, Idaho",1165899710,GA
Idaho,Mountain,1939033,"Lava Hot Springs, Idaho",1165889401,C
Idaho,Mountain,1939033,"Basalt, Idaho",1168275248,C
Idaho,Mountain,1939033,"Winchester, Idaho",1165907944,GA
Idaho,Mountain,1939033,"Arimo, Idaho",1165507470,C
Idaho,Mountain,1939033,"Declo, Idaho",1179727565,C
Idaho,Mountain,1939033,"Newdale, Idaho",1165895449,C
Idaho,Mountain,1939033,"Cambridge, Idaho",1165538033,C
Idaho,Mountain,1939033,"Mud Lake, Idaho",1165894700,C
Idaho,Mountain,1939033,"Tetonia, Idaho",1165903978,C
Idaho,Mountain,1939033,"Parker, Idaho",1165897223,Start
Idaho,Mountain,1939033,"Bancroft, Idaho",1165508317,C
Idaho,Mountain,1939033,"Kendrick, Idaho",1165751992,C
Idaho,Mountain,1939033,"Dietrich, Idaho",1165646886,Start
Idaho,Mountain,1939033,"Irwin, Idaho",1165750927,Start
Idaho,Mountain,1939033,"Bliss, Idaho",1165536372,C
Idaho,Mountain,1939033,"Worley, Idaho",1165908488,C
Idaho,Mountain,1939033,"Donnelly, Idaho",1165647007,C
Idaho,Mountain,1939033,"Hollister, Idaho",1166950673,C
Idaho,Mountain,1939033,"Rockland, Idaho",1165899997,C
Idaho,Mountain,1939033,"Albion, Idaho",1165506334,C
Idaho,Mountain,1939033,"Harrison, Idaho",1174367130,C
Idaho,Mountain,1939033,"East Hope, Idaho",1171098806,C
Idaho,Mountain,1939033,"Swan Valley, Idaho",1165903533,C
Idaho,Mountain,1939033,"Oldtown, Idaho",1165896518,C
Idaho,Mountain,1939033,"Castleford, Idaho",1165538589,GA
Idaho,Mountain,1939033,"Bloomington, Idaho",1165536417,C
Idaho,Mountain,1939033,"Onaway, Idaho",1165896638,C
Idaho,Mountain,1939033,"Island Park, Idaho",1165750946,C
Idaho,Mountain,1939033,"Midvale, Idaho",1176171121,C
Idaho,Mountain,1939033,"Wardner, Idaho",1173161586,C
Idaho,Mountain,1939033,"Bovill, Idaho",1165536701,GA
Idaho,Mountain,1939033,"Stites, Idaho",1165903194,GA
Idaho,Mountain,1939033,"Malta, Idaho",1168744492,C
Idaho,Mountain,1939033,"Peck, Idaho",1165897438,Start
Idaho,Mountain,1939033,"Fernan Lake Village, Idaho",1165746867,C
Idaho,Mountain,1939033,"Moore, Idaho",1165894170,Start
Idaho,Mountain,1939033,"St. Charles, Idaho",1165902818,C
Idaho,Mountain,1939033,"Crouch, Idaho",1165645719,C
Idaho,Mountain,1939033,"Elk River, Idaho",1171739793,GA
Idaho,Mountain,1939033,"Ferdinand, Idaho",1165746845,GA
Idaho,Mountain,1939033,"Acequia, Idaho",1169505254,Start
Idaho,Mountain,1939033,"Stanley, Idaho",1177447987,GA
Idaho,Mountain,1939033,"Murtaugh, Idaho",1169484782,C
Idaho,Mountain,1939033,"Huetter, Idaho",1165750547,GA
Idaho,Mountain,1939033,"Hope, Idaho",1165750367,C
Idaho,Mountain,1939033,"Leadore, Idaho",1165889634,C
Idaho,Mountain,1939033,"Minidoka, Idaho",1169482425,C
Idaho,Mountain,1939033,"Tensed, Idaho",1165903950,C
Idaho,Mountain,1939033,"Hamer, Idaho",1166425266,C
Idaho,Mountain,1939033,"White Bird, Idaho",1165907450,C
Idaho,Mountain,1939033,"Butte City, Idaho",1178259247,Start
Idaho,Mountain,1939033,"Placerville, Idaho",1165898014,C
Idaho,Mountain,1939033,"Reubens, Idaho",1177480691,C
Idaho,Mountain,1939033,"Lost River, Idaho",1165891406,Start
Idaho,Mountain,1939033,"Oxford, Idaho",1165896966,C
Idaho,Mountain,1939033,"Atomic City, Idaho",1173861548,C
Idaho,Mountain,1939033,"State Line, Idaho",868603387,Stub
Idaho,Mountain,1939033,"Spencer, Idaho",1165902387,C
Idaho,Mountain,1939033,"Drummond, Idaho",1165647221,C
Idaho,Mountain,1939033,"Clayton, Idaho",1165644193,C
Idaho,Mountain,1939033,"Warm River, Idaho",1179746001,Start
Illinois,East North Central,12582032,"Abingdon, Illinois",1171168511,GA
Illinois,East North Central,12582032,"Addieville, Illinois",1166383449,Start
Illinois,East North Central,12582032,"Addison, Illinois",1178418175,GA
Illinois,East North Central,12582032,"Adeline, Illinois",1166383508,C
Illinois,East North Central,12582032,"Albany, Illinois",1166384260,Start
Illinois,East North Central,12582032,"Albers, Illinois",1167076393,C
Illinois,East North Central,12582032,"Albion, Illinois",1173966483,C
Illinois,East North Central,12582032,"Aledo, Illinois",1176794799,C
Illinois,East North Central,12582032,"Alexis, Illinois",1166384639,C
Illinois,East North Central,12582032,"Algonquin, Illinois",1171161878,C
Illinois,East North Central,12582032,"Alhambra, Illinois",1166384715,GA
Illinois,East North Central,12582032,"Allendale, Illinois",1175870100,C
Illinois,East North Central,12582032,"Allenville, Illinois",1166385059,Start
Illinois,East North Central,12582032,"Allerton, Illinois",1166385071,C
Illinois,East North Central,12582032,"Alma, Illinois",1166385220,C
Illinois,East North Central,12582032,"Alorton, Illinois",1166385373,C
Illinois,East North Central,12582032,"Alpha, Illinois",1166385399,C
Illinois,East North Central,12582032,"Alsey, Illinois",1166385510,C
Illinois,East North Central,12582032,"Alsip, Illinois",1173398414,C
Illinois,East North Central,12582032,"Altamont, Illinois",1174905869,C
Illinois,East North Central,12582032,"Alton, Illinois",1178078771,C
Illinois,East North Central,12582032,"Altona, Illinois",1166385737,C
Illinois,East North Central,12582032,"Alto Pass, Illinois",1171830300,C
Illinois,East North Central,12582032,"Alvin, Illinois",1166385860,C
Illinois,East North Central,12582032,"Amboy, Illinois",1171055592,C
Illinois,East North Central,12582032,"Anchor, Illinois",1166483489,C
Illinois,East North Central,12582032,"Andalusia, Illinois",1166483516,Start
Illinois,East North Central,12582032,"Andover, Illinois",1166483668,C
Illinois,East North Central,12582032,"Anna, Illinois",1176290797,GA
Illinois,East North Central,12582032,"Annawan, Illinois",1165910047,C
Illinois,East North Central,12582032,"Antioch, Illinois",1173508857,C
Illinois,East North Central,12582032,"Apple River, Illinois",1176970804,C
Illinois,East North Central,12582032,"Arcola, Illinois",1172814968,C
Illinois,East North Central,12582032,"Arenzville, Illinois",1166484804,Start
Illinois,East North Central,12582032,"Argenta, Illinois",1166484811,C
Illinois,East North Central,12582032,"Arlington, Illinois",1166485040,C
Illinois,East North Central,12582032,"Arlington Heights, Illinois",1179598841,C
Illinois,East North Central,12582032,"Armington, Illinois",1166485152,Start
Illinois,East North Central,12582032,"Aroma Park, Illinois",1167981978,C
Illinois,East North Central,12582032,"Arrowsmith, Illinois",1166485446,C
Illinois,East North Central,12582032,"Arthur, Illinois",1172985081,C
Illinois,East North Central,12582032,"Ashkum, Illinois",1166485841,C
Illinois,East North Central,12582032,"Ashland, Illinois",1176767701,Start
Illinois,East North Central,12582032,"Ashley, Illinois",1165507673,C
Illinois,East North Central,12582032,"Ashmore, Illinois",1168060594,C
Illinois,East North Central,12582032,"Ashton, Illinois",1166486022,Start
Illinois,East North Central,12582032,"Assumption, Illinois",1173767272,C
Illinois,East North Central,12582032,"Astoria, Illinois",1166014669,C
Illinois,East North Central,12582032,"Athens, Illinois",1174975594,C
Illinois,East North Central,12582032,"Atkinson, Illinois",1175437199,Start
Illinois,East North Central,12582032,"Atlanta, Illinois",1165507802,C
Illinois,East North Central,12582032,"Atwood, Illinois",1172985141,C
Illinois,East North Central,12582032,"Auburn, Illinois",1165507900,GA
Illinois,East North Central,12582032,"Augusta, Illinois",1166486891,C
Illinois,East North Central,12582032,"Aurora, Illinois",1179653034,B
Illinois,East North Central,12582032,"Ava, Illinois",1165508129,C
Illinois,East North Central,12582032,"Aviston, Illinois",1178147291,C
Illinois,East North Central,12582032,"Avon, Illinois",1166487332,C
Illinois,East North Central,12582032,"Baldwin, Illinois",1166532578,C
Illinois,East North Central,12582032,"Banner, Illinois",1166533232,C
Illinois,East North Central,12582032,"Bannockburn, Illinois",1167418822,GA
Illinois,East North Central,12582032,"Bardolph, Illinois",1166533617,Start
Illinois,East North Central,12582032,"Barrington, Illinois",1179599513,GA
Illinois,East North Central,12582032,"Barrington Hills, Illinois",1177237085,C
Illinois,East North Central,12582032,"Barry, Illinois",1172892686,Start
Illinois,East North Central,12582032,"Bartelso, Illinois",1167562087,C
Illinois,East North Central,12582032,"Bartlett, Illinois",1169218544,C
Illinois,East North Central,12582032,"Bartonville, Illinois",1166534330,C
Illinois,East North Central,12582032,"Basco, Illinois",1166534366,C
Illinois,East North Central,12582032,"Batavia, Illinois",1179888702,GA
Illinois,East North Central,12582032,"Batchtown, Illinois",1166534570,C
Illinois,East North Central,12582032,"Bath, Illinois",1166534668,C
Illinois,East North Central,12582032,"Baylis, Illinois",1166534884,C
Illinois,East North Central,12582032,"Bay View Gardens, Illinois",1166534844,Start
Illinois,East North Central,12582032,"Beach Park, Illinois",1166535008,C
Illinois,East North Central,12582032,"Beardstown, Illinois",1176767837,C
Illinois,East North Central,12582032,"Beaverville, Illinois",1166605678,C
Illinois,East North Central,12582032,"Beckemeyer, Illinois",1167562134,C
Illinois,East North Central,12582032,"Bedford Park, Illinois",1169344672,C
Illinois,East North Central,12582032,"Beecher, Illinois",1167774210,C
Illinois,East North Central,12582032,"Beecher City, Illinois",1177923863,C
Illinois,East North Central,12582032,"Belgium, Illinois",1166606491,Start
Illinois,East North Central,12582032,"Belknap, Illinois",1166606578,C
Illinois,East North Central,12582032,"Belle Prairie City, Illinois",1166015331,C
Illinois,East North Central,12582032,"Belle Rive, Illinois",1166606851,C
Illinois,East North Central,12582032,"Belleville, Illinois",1176389703,C
Illinois,East North Central,12582032,"Bellevue, Illinois",1166607045,Start
Illinois,East North Central,12582032,"Bellflower, Illinois",1166607096,C
Illinois,East North Central,12582032,"Bellmont, Illinois",1144054168,B
Illinois,East North Central,12582032,"Bellwood, Illinois",1173398010,C
Illinois,East North Central,12582032,"Belvidere, Illinois",1167622823,GA
Illinois,East North Central,12582032,"Bement, Illinois",1166607548,C
Illinois,East North Central,12582032,"Benld, Illinois",1178710493,GA
Illinois,East North Central,12582032,"Bensenville, Illinois",1179647481,C
Illinois,East North Central,12582032,"Benson, Illinois",1166608042,Start
Illinois,East North Central,12582032,"Bentley, Illinois",1166015427,Start
Illinois,East North Central,12582032,"Benton, Illinois",1176494132,C
Illinois,East North Central,12582032,"Berkeley, Illinois",1179075356,C
Illinois,East North Central,12582032,"Berlin, Illinois",1166608680,Start
Illinois,East North Central,12582032,"Berwyn, Illinois",1179650190,B
Illinois,East North Central,12582032,"Bethalto, Illinois",1170355794,GA
Illinois,East North Central,12582032,"Bethany, Illinois",1166609243,C
Illinois,East North Central,12582032,"Biggsville, Illinois",1166610313,C
Illinois,East North Central,12582032,"Big Rock, Illinois",1166610116,Start
Illinois,East North Central,12582032,"Bingham, Illinois",1166610460,Start
Illinois,East North Central,12582032,"Bishop Hill, Illinois",1168136023,C
Illinois,East North Central,12582032,"Bismarck, Illinois",1176970152,C
Illinois,East North Central,12582032,"Blandinsville, Illinois",1174988519,C
Illinois,East North Central,12582032,"Bloomingdale, Illinois",1173131414,C
Illinois,East North Central,12582032,"Bloomington, Illinois",1177665935,B
Illinois,East North Central,12582032,"Blue Island, Illinois",1175671624,B
Illinois,East North Central,12582032,"Blue Mound, Illinois",1166612823,C
Illinois,East North Central,12582032,"Bluffs, Illinois",1166613058,C
Illinois,East North Central,12582032,"Bluford, Illinois",1166613599,C
Illinois,East North Central,12582032,"Bolingbrook, Illinois",1173181909,C
Illinois,East North Central,12582032,"Bondville, Illinois",1166630525,Start
Illinois,East North Central,12582032,"Bone Gap, Illinois",1174123014,C
Illinois,East North Central,12582032,"Bonfield, Illinois",1100514874,C
Illinois,East North Central,12582032,"Bonnie, Illinois",1166630685,C
Illinois,East North Central,12582032,"Bourbonnais, Illinois",1175113567,GA
Illinois,East North Central,12582032,"Bowen, Illinois",1166631550,C
Illinois,East North Central,12582032,"Braceville, Illinois",1176180027,C
Illinois,East North Central,12582032,"Bradford, Illinois",1166632327,C
Illinois,East North Central,12582032,"Bradley, Illinois",1168624384,C
Illinois,East North Central,12582032,"Braidwood, Illinois",1165536836,GA
Illinois,East North Central,12582032,"Breese, Illinois",1167394633,C
Illinois,East North Central,12582032,"Bridgeport, Illinois",1165537049,C
Illinois,East North Central,12582032,"Bridgeview, Illinois",1169344887,GA
Illinois,East North Central,12582032,"Brighton, Illinois",1174401600,C
Illinois,East North Central,12582032,"Brimfield, Illinois",1108745575,Start
Illinois,East North Central,12582032,"Broadlands, Illinois",1179343927,C
Illinois,East North Central,12582032,"Broadview, Illinois",1178412498,C
Illinois,East North Central,12582032,"Broadwell, Illinois",1166634161,C
Illinois,East North Central,12582032,"Brocton, Illinois",1173965639,C
Illinois,East North Central,12582032,"Brookfield, Illinois",1179650655,C
Illinois,East North Central,12582032,"Brooklyn, Illinois",1166634572,C
Illinois,East North Central,12582032,"Brookport, Illinois",1165537332,C
Illinois,East North Central,12582032,"Broughton, Illinois",1166634918,C
Illinois,East North Central,12582032,"Browning, Illinois",1166635101,C
Illinois,East North Central,12582032,"Browns, Illinois",1174123068,GA
Illinois,East North Central,12582032,"Brownstown, Illinois",1166635267,C
Illinois,East North Central,12582032,"Brussels, Illinois",1166635693,C
Illinois,East North Central,12582032,"Bryant, Illinois",1176408606,C
Illinois,East North Central,12582032,"Buckingham, Illinois",1166636124,Start
Illinois,East North Central,12582032,"Buckley, Illinois",1166636145,Start
Illinois,East North Central,12582032,"Buckner, Illinois",1166636164,C
Illinois,East North Central,12582032,"Buda, Illinois",1179979853,C
Illinois,East North Central,12582032,"Buffalo, Illinois",1166636611,Start
Illinois,East North Central,12582032,"Buffalo Grove, Illinois",1176015596,FA
Illinois,East North Central,12582032,"Bull Valley, Illinois",1166636817,C
Illinois,East North Central,12582032,"Bulpitt, Illinois",1166636899,Start
Illinois,East North Central,12582032,"Buncombe, Illinois",1166636951,C
Illinois,East North Central,12582032,"Bunker Hill, Illinois",1176726427,C
Illinois,East North Central,12582032,"Burbank, Illinois",1168061457,C
Illinois,East North Central,12582032,"Bureau Junction, Illinois",1166637191,GA
Illinois,East North Central,12582032,"Burlington, Illinois",1173861805,C
Illinois,East North Central,12582032,"Burnham, Illinois",1169514941,C
Illinois,East North Central,12582032,"Burnt Prairie, Illinois",1166638462,C
Illinois,East North Central,12582032,"Burr Ridge, Illinois",1176024058,C
Illinois,East North Central,12582032,"Bush, Illinois",1166638813,C
Illinois,East North Central,12582032,"Bushnell, Illinois",1165721039,C
Illinois,East North Central,12582032,"Butler, Illinois",1166639401,GA
Illinois,East North Central,12582032,"Byron, Illinois",1165537862,C
Illinois,East North Central,12582032,"Cabery, Illinois",1166688429,C
Illinois,East North Central,12582032,"Cahokia, Illinois",1170437868,C
Illinois,East North Central,12582032,"Cairo, Illinois",1173614231,B
Illinois,East North Central,12582032,"Caledonia, Illinois",1166688903,C
Illinois,East North Central,12582032,"Calhoun, Illinois",1176864577,C
Illinois,East North Central,12582032,"Calumet City, Illinois",1174233733,GA
Illinois,East North Central,12582032,"Calumet Park, Illinois",1173398610,C
Illinois,East North Central,12582032,"Camargo, Illinois",1172985190,Start
Illinois,East North Central,12582032,"Cambria, Illinois",1166689363,C
Illinois,East North Central,12582032,"Cambridge, Illinois",1172210665,C
Illinois,East North Central,12582032,"Camden, Illinois",1166689469,Start
Illinois,East North Central,12582032,"Campbell Hill, Illinois",1166689781,C
Illinois,East North Central,12582032,"Camp Point, Illinois",1166797887,C
Illinois,East North Central,12582032,"Campton Hills, Illinois",1166689861,C
Illinois,East North Central,12582032,"Campus, Illinois",1166689875,GA
Illinois,East North Central,12582032,"Canton, Illinois",1167265852,GA
Illinois,East North Central,12582032,"Cantrall, Illinois",1170566587,Start
Illinois,East North Central,12582032,"Capron, Illinois",1172892689,Start
Illinois,East North Central,12582032,"Carbon Cliff, Illinois",1172412656,C
Illinois,East North Central,12582032,"Carbondale, Illinois",1178593047,B
Illinois,East North Central,12582032,"Carbon Hill, Illinois",1179675465,Start
Illinois,East North Central,12582032,"Carlinville, Illinois",1165578031,C
Illinois,East North Central,12582032,"Carlock, Illinois",1166690926,GA
Illinois,East North Central,12582032,"Carlyle, Illinois",1167076109,GA
Illinois,East North Central,12582032,"Carmi, Illinois",1165538395,C
Illinois,East North Central,12582032,"Carol Stream, Illinois",1178515176,C
Illinois,East North Central,12582032,"Carpentersville, Illinois",1167756785,GA
Illinois,East North Central,12582032,"Carrier Mills, Illinois",1170929435,B
Illinois,East North Central,12582032,"Carrollton, Illinois",1133858014,C
Illinois,East North Central,12582032,"Carterville, Illinois",1171504747,C
Illinois,East North Central,12582032,"Carthage, Illinois",1168313083,GA
Illinois,East North Central,12582032,"Cary, Illinois",1179600033,GA
Illinois,East North Central,12582032,"Casey, Illinois",1165538533,C
Illinois,East North Central,12582032,"Caseyville, Illinois",1166692081,GA
Illinois,East North Central,12582032,"Catlin, Illinois",1166692532,C
Illinois,East North Central,12582032,"Cave-In-Rock, Illinois",1179744009,C
Illinois,East North Central,12582032,"Cedar Point, Illinois",1177688378,C
Illinois,East North Central,12582032,"Cedarville, Illinois",1166693128,Start
Illinois,East North Central,12582032,"Central City, Illinois",1166693732,C
Illinois,East North Central,12582032,"Centralia, Illinois",1178245158,C
Illinois,East North Central,12582032,"Centreville, Illinois",1160832544,C
Illinois,East North Central,12582032,"Cerro Gordo, Illinois",1166693946,C
Illinois,East North Central,12582032,"Chadwick, Illinois",1171380797,C
Illinois,East North Central,12582032,"Champaign, Illinois",1179872600,B
Illinois,East North Central,12582032,"Chandlerville, Illinois",1175769911,Start
Illinois,East North Central,12582032,"Channahon, Illinois",1171120852,GA
Illinois,East North Central,12582032,"Chapin, Illinois",1166694316,B
Illinois,East North Central,12582032,"Charleston, Illinois",1179392651,C
Illinois,East North Central,12582032,"Chatham, Illinois",1170510413,C
Illinois,East North Central,12582032,"Chatsworth, Illinois",1166017717,GA
Illinois,East North Central,12582032,"Chebanse, Illinois",1108760957,C
Illinois,East North Central,12582032,"Chenoa, Illinois",1162430867,GA
Illinois,East North Central,12582032,"Cherry, Illinois",1166695033,C
Illinois,East North Central,12582032,"Cherry Valley, Illinois",1166695024,C
Illinois,East North Central,12582032,"Chester, Illinois",1171379464,GA
Illinois,East North Central,12582032,"Chesterfield, Illinois",1166695196,Start
Illinois,East North Central,12582032,"Chicago, Illinois",967239270,Stub
Illinois,East North Central,12582032,"Chicago Heights, Illinois",1172670874,C
Illinois,East North Central,12582032,"Chicago Ridge, Illinois",1177679990,C
Illinois,East North Central,12582032,"Chillicothe, Illinois",1179189821,C
Illinois,East North Central,12582032,"Chrisman, Illinois",1173965510,C
Illinois,East North Central,12582032,"Christopher, Illinois",1165539389,C
Illinois,East North Central,12582032,"Cicero, Illinois",1179649556,C
Illinois,East North Central,12582032,"Cisco, Illinois",1166695924,C
Illinois,East North Central,12582032,"Cisne, Illinois",1166695935,B
Illinois,East North Central,12582032,"Cissna Park, Illinois",1166695936,Start
Illinois,East North Central,12582032,"Claremont, Illinois",1177200629,C
Illinois,East North Central,12582032,"Clarendon Hills, Illinois",1179651983,C
Illinois,East North Central,12582032,"Clay City, Illinois",1166696491,C
Illinois,East North Central,12582032,"Clayton, Illinois",1166696813,C
Illinois,East North Central,12582032,"Clear Lake, Illinois",1174558925,C
Illinois,East North Central,12582032,"Cleveland, Illinois",1166697456,Start
Illinois,East North Central,12582032,"Clifton, Illinois",1166754576,C
Illinois,East North Central,12582032,"Clinton, Illinois",1172813644,C
Illinois,East North Central,12582032,"Coal City, Illinois",1168348680,C
Illinois,East North Central,12582032,"Coalton, Illinois",1166755635,C
